1,0,0,

0,0,0,1,0,

20,-15

prefabPickUp,7

prefabWater,26,-8
prefabWater,6,-10
prefabWater,6,-9
prefabWater,5,-9
prefabWater,22,-39
prefabWater,7,-8
prefabPackedRegolith,39,-78
prefabPackedRegolith,38,-78
prefabRock,36,-78
prefabRock,35,-78
prefabRegolith,30,-78
prefabKamacite,29,-78
prefabRegolith,28,-78
prefabRock,27,-78
prefabRegolith,23,-78
prefabPackedRegolith,21,-78
prefabPackedRegolith,20,-78
prefabRock,19,-78
prefabRegolith,18,-78
prefabRegolith,17,-78
prefabPackedRegolith,14,-78
prefabPackedRegolith,13,-78
prefabTaenite,12,-78
prefabRock,11,-78
prefabRock,10,-78
prefabRock,9,-78
prefabRegolith,8,-78
prefabRegolith,7,-78
prefabTaenite,6,-78
prefabRegolith,5,-78
prefabPackedRegolith,4,-78
prefabPackedRegolith,3,-78
prefabRegolith,2,-78
prefabPackedRegolith,1,-78
prefabRock,0,-78
prefabPackedRegolith,39,-77
prefabRock,38,-77
prefabRock,37,-77
prefabPackedRegolith,36,-77
prefabPackedRegolith,35,-77
prefabRegolith,34,-77.999
prefabRegolith,30,-77
prefabKamacite,29,-77
prefabRock,28,-77
prefabPackedRegolith,27,-77
prefabRock,22,-77
prefabPackedRegolith,21,-77
prefabRegolith,20,-77
prefabTaenite,19,-77
prefabPackedRegolith,18,-77
prefabPackedRegolith,17,-77
prefabRock,14,-77
prefabPackedRegolith,13,-77
prefabRock,12,-77
prefabRegolith,11,-77
prefabPackedRegolith,10,-77
prefabPackedRegolith,9,-77
prefabPackedRegolith,8,-77
prefabRegolith,7,-77
prefabPackedRegolith,6,-77
prefabRegolith,5,-77
prefabRegolith,4,-77
prefabPackedRegolith,3,-77
prefabPackedRegolith,2,-77
prefabRegolith,1,-77
prefabPackedRegolith,0,-77
prefabPackedRegolith,39,-76
prefabRegolith,38,-76
prefabPackedRegolith,37,-76
prefabKamacite,36,-76
prefabPackedRegolith,35,-76
